Opinion,Labels,,,,,,,,,,,,,,,,,,,,,,
Utc ??p quá,Positive,,,,,,,,,,,,,,,,,,,,,,
Sao ngày mình còn h?c k có gái xinh th? này,Negative,,,,,,,,,,,,,,,,,,,,,,
Trai xinh gái ??p,Positive,,,,,,,,,,,,,,,,,,,,,,
Bao nhiêu n?m ngày x?a ?i cái c?u thang ngoài tr?i nhà A2 ch? lo r?t xu?ng d??i do lan can th?p tè tè,Negative,,,,,,,,,,,,,,,,,,,,,,
??n gi? m?i thay ?ã b? sung gia c? cái c?u thang ngoài tr?i nhà A2.,Positive,,,,,,,,,,,,,,,,,,,,,,
"?ây là ??I H?C GIAO THÔNG V?N T?I, là tr??ng k? thu?t top, là môi tr??ng s? ph?m, các b?n c?ng s?p là k? s? c? nhân t??ng l?i nên hay c? s? l?ch s? nhé.",Positive,,,,,,,,,,,,,,,,,,,,,,
"Ai c?ng s? m?t xe thôi, ??ng vì m?y ngàn mà s?y ra nh?ng chuy?n kh ?áng, nh?ng mà mình nói th? này các ông ý th?u bãi g?i xe ch? kh ph?i MUA cái tr??ng này mà có quy?n t? quy?t tài s?n c?a ng khác nh? th?, l?i còn ngang nhiên h?ng hách ch?i b?i sinh viên nh? th?, ng ngoài ngta nhìn vào s? ?ánh giá tr??ng mình th? nào?",Negative,,,,,,,,,,,,,,,,,,,,,,
Sinh viên chính là khách hàng mang l?i ngu?n thu cho nhà xe thì vi?c m?t s? nhân viên nhà xe c? x? m?t l?ch s? là không th? ch?p nh?n trong môi tr??ng s? ph?m nh? này.,Negative,,,,,,,,,,,,,,,,,,,,,,
em yêu tr??ng em v?i bao b?n thân và cô giáo hi?n,Positive,,,,,,,,,,,,,,,,,,,,,,
tr??ng bây gi? ko còn là top k? thu?t ?âu,Negative,,,,,,,,,,,,,,,,,,,,,,
Gi? m?i bi?t tr??ng mình trong top,Positive,,,,,,,,,,,,,,,,,,,,,,
g??i xe ?? tr???ng ma? xe x???c gâ?n hê?t xo?t xa,Negative,,,,,,,,,,,,,,,,,,,,,,
ông choai choai kia t còn d?t xe h? tôi ,Positive,,,,,,,,,,,,,,,,,,,,,,
 các bác b?o v? có th? b?t quát cháu m?i khi tr?a v? ?ông ???c không  cháu y?u tim cháu ?nag theo dòng ng??i ra mà các bác quát tay lái cháu y?u cháu c? ?âm nh?m b?n phía tr??c  cháu c?ng bi?t các bác c?ng m?t nh?ng cháu c?ng m?t l?m ?y  th?nh tho?ng m?y bác gái ng?i trong b?t quay ra l??m m?i khi cháu xoè ??ng 20k ra cháu c?ng áp l?c l?m =))),Negative,,,,,,,,,,,,,,,,,,,,,,
?? xe trong nhà xe th?c ra r?t an toàn và c?ng v?n minh,Positive,,,,,,,,,,,,,,,,,,,,,,
b? xe trong tr??ng vs ktx ?ã giúp anh thay 2 b? v? xe,Negative,,,,,,,,,,,,,,,,,,,,,,
mang qua ktx g?i n?a e toàn k? n?ng d?t xe th??ng th?a v? l?m liên t?c,Negative,,,,,,,,,,,,,,,,,,,,,,
Nhà tr??ng không c?m ?i xe vào nh?ng ?i xe vào khá nguy hi?m cho nh?ng sinh viên ?i b? trong khuôn viên tr??ng và ?i xe vào tr??ng gây ?nh h??ng ??n m?i ng xung quanh. Nên thay vì ti?c 3k-5k g?i xem thì m?i ng??i ?? xe ? nhà xe v?a an toàn cho xe c?a các b?n và an toàn cho các b?n sinh viên di chuy?n trong tr??ng,Negative,,,,,,,,,,,,,,,,,,,,,,
b?o v? tr??ng mà t t??ng m? t . Ch?i sv nh? ?úng r?i trong khi mình tr? ti?n ?? ph?c v? . Thi?u 1k cno kêu gi?i lên . Nh?ng th?a 1k không bao gi? ch? l?i . L? m?t d?y,Negative,,,,,,,,,,,,,,,,,,,,,,
"Sinh viên tr??ng ?a s? vô v?n hóa, ??y th?ng h?c d?t vãi ra xong v?n vào ???c tr??ng. H?c hành thì toàn ch?y cánh, bu?n c??i nh?t là các ông c? vin cái lý là ""tr??ng top ?ào t?o k? thu?t"" :)) haha. Xin l?i ch? lúc t ?i làm ng??i ta còn c??i nh?t khi bi?t tôi h?c tr??ng này c?.",Negative,,,,,,,,,,,,,,,,,,,,,,
H?c ? ?âu k quan tr?ng b?ng trình ?? b?n l?nh c?a mình,Positive,,,,,,,,,,,,,,,,,,,,,,
"Ra ??i ? bi?t ?c bao lâu hay làm ???c gì cho ??i ch?a mà phát hi?u do này do kia , nhìn l?i mình ?i ?ã xem ?ã h?c hành ???c ra gì ch?a , n?u m b?o m gi?i thì ok th? cái kinh nghi?m th?c t? giao ti?p xh m có ch? mà ?òi này ?òi n?? . Sinh viên hvnh ra tr??ng c?ng ph?i xu?t phát t? nv ngân hàng su?t ngày ph?i ?i tìm khách m? tk nh cho ?? ch? tiêu ??y thôi ,.... sau ?? l?i do tr??ng ít thôi nha . ? ?ây ch? có b?n suy ngh? nông c?n thôi",Negative,,,,,,,,,,,,,,,,,,,,,,
"?i h?c v? ?ã m?t, còn ph?i ch?u ??ng nh?ng ánh m?t viên ??n c?a các bác gi? xe",Negative,,,,,,,,,,,,,,,,,,,,,,
"C?m ti?c 3k b?ng c? c?c trà ?á hay u?ng :))). Nh?ng là sinh viên Giao Thông tôi ch?n ?? xe ? bãi g?i xe. Có nh?ng ngày m?t 4 l??t g?i nh?ng xe mình nó an toàn, c?nh quan khuôn viên tr??ng c?ng oke h?n",Negative,,,,,,,,,,,,,,,,,,,,,,
"M?y ông c?nh b?o v? ca ?êm, ko bi?t là thi?u nhân s? làm vi?c hay ntn l?i ?? m?y ng s?m ch? ??y mình, ?n nói thì v?ng ?? th?, thái ?? thì thôi, ko c?n nói t?i, quá t?, ai c?ng bi?t là cu?c s?ng thì c?a m?i ng, ko nên suy sét, nh?ng cách hành s?a, l?i nói quá t?",Negative,,,,,,,,,,,,,,,,,,,,,,
Vé xe sv mà ??t,Negative,,,,,,,,,,,,,,,,,,,,,,
b? ch?n ???ng ko cho v? luôn n?a mà  Xong l?i còn ?? 3 hàng xe th?ng t?p n?i ?uôi nhau không bi?t l?y ki?u gì. T? nhiên ph?i b? ti?n túi ra b?t grab ??n ch? làm trong khi có xe,Negative,,,,,,,,,,,,,,,,,,,,,,
?ây ai mà ?i h?c full t?i sáng n?a thì tháng g?i xe g?n 2 lít r,Negative,,,,,,,,,,,,,,,,,,,,,,
"có hôm ?au chân ? d?t ?c cái xe, nh? cái lão già già mà lão ch?i t lun =)) ko giúp thì hoi m?c clg ch?i",Negative,,,,,,,,,,,,,,,,,,,,,,
có ch? tr?ng ?? cái xe vào ?ó lão b?t phi xu?ng trong cùng ?? b?o tí ra ngay lão còn ch?i cho úng tai,Negative,,,,,,,,,,,,,,,,,,,,,,
"Hi?n nay nhi?u b?n sinh viên t? duy khác l? ghê
Ng??i ta d?ng lên cái nhà xe là ?? g?i xe, ai ?i xe r?i ?? xe b?a bãi nhìn nh? l? k có ý th?c
Nhà xe c?ng có n?i quy c?a nhà xe, ?? xe lung tung thì b? khoá hay ph?t là ???ng nhiên
Tiên trách k? h?u trách nhân",Negative,,,,,,,,,,,,,,,,,,,,,,
"Mình ?i s?m t?m 12h10 r?t r?t v?ng, ?? xe x?p ngay ng?n",Positive,,,,,,,,,,,,,,,,,,,,,,
"Hôm ??y mang nhi?u ?? nên lích kích bê, xong gài nón vào c?p xe n?a c?ng ph?i m?t 3-5' sau mình k h? có b?n nào phi xe ??i ?? x?p xe nhé
Ông gi? xe c? quát gi?c nhanh lên??? Xong mình c?ng b?o ??i cháu chút ? có ai ?âu chú
Xong ông c?ng gào lên svien ? gì ?? xe c?ng l? m???
T m?i b?o cháu g?i xe m?t ti?n ch? k g?i nh? chú ?âu
Cái ông ?u?i t k cho ?? xe n?a, sau ??t ??y k baoh ?? xe phía c?ng nh? ??y n?a",Negative,,,,,,,,,,,,,,,,,,,,,,
bãi ?? xe sân sau c?a ai mà m?nh th? =))) này ch?c ??nh ?? v? h?c phí v?i bãi ?? xe gom h?t vào m?t l??t ??t lò cho to à =))),Negative,,,,,,,,,,,,,,,,,,,,,,
"chi?u nay em ??a 1 b?n ?ang ?m vào h?c mà cx ko ?c vào , còn l?y xe ?u?i dí em n?a",Negative,,,,,,,,,,,,,,,,,,,,,,
"Th? thì c? ch?a g?i xe vào bãi bao gi? r?i. M? thì m?t, v? xe x??c xát các ki?u có khi r?ng m.? xi nhan h?u, n?p ?uôi v?, g??ng v?, x?p xe ch?n ???ng, khóa c?, t?c, m?t tg,... ??c bi?t là ??i ca thu vé ? cái b?t c? nh? Tr?n D?n, ch? coi ai ra gì ?âu. T lúc ??u g?i ?úng 1 tu?n m?i bi?t ?c, sau m?i cho xe vào tr??ng r?i khóa bánh khóa c? các th? nma luôn ?? xe g?n sát t??ng nhé. 3k k ph?i là v?n ?? mà là cái ch?t l??ng nhà ?? xe th?c s? nh? k?* v?y. Nh?ng th? lo?i nh? v?y k x?ng ?áng nh?n ?c ti?n b?n ?.",Negative,,,,,,,,,,,,,,,,,,,,,,
"Ko ph?i nói ch? m?y nhà th?u ph?i xem xét thái ?? c?a m?y b?o v? .mình c?ng ?ã b? 1 l?n d?a ?ánh và h?n mình ? c?ng tr??ng và mình c?ng ?ã b?t g?p anh d?a n?t ??nh ?ánh sv r?t nhi?u l?n r?i,khi?n cho nhi?u b?n s?.Mình ko bi?t tên c?a anh ??y ch? bi?t anh ?y vào và béo thôi",Negative,,,,,,,,,,,,,,,,,,,,,,
"chi?u này mình ?i xe vào trong trg ch? 1 b?n n? ?m s?t ??n a7 và ?ã xin anh này , nh?ng ko h? ?c phép , và mk v?n ?i vào và a kia l?y xe phóng ??n nói nh?ng l?i ko hay . nh? v?y có ph?i giang h? ko b ?",Negative,,,,,,,,,,,,,,,,,,,,,,
"Tôi cx phi xe vào trong ?? nma c?m thì thôi l?i g?i. Tôi nói vào v? này là vì th?y cu em kia ??ng bài lên nói nó ko ?úng mà v?n c? c? cãi thôi.
Th?y t? m?y hôm trc c?m xe mà v?n có sv phi vào xong bv l?i ch?y vào ?u?i ra nên ch?c h ?? ra cái v? ch?n ?g.
Còn ô ?ôn ch? kia hình nh? nay m?i ra ??ng ch?n t?i t?i nay lên tr??ng tôi m?i g?p, nhìn c?ng kh?nh th?t ch?c m?y n?a trg s? x? lý ??y group này có giáo viên mà.",Negative,,,,,,,,,,,,,,,,,,,,,,
"mk ch? 1 b?n ?i h?c mà b?t d?t xe vào khu ?? xe thì ai b? dìu ?c b?n kia lên l?p , xin còn ko nghe gi?i thích c? hùng h?n lên ch?i xog phi m* vào luôn , l?y xe ?u?i dí mk n?a . mình ngh? ngh? c?a a kia ko ph?i b?o v? mà h?p v?i tay chân",Negative,,,,,,,,,,,,,,,,,,,,,,
m?y hôm trc th?y nh?c bth xong v?n phi vào mà m?y ô b?o v? l?i xách xe máy vào lùa ra,Negative,,,,,,,,,,,,,,,,,,,,,,
"thái ?? ko t?t th?t. Thôi thì ?? xem tr??ng x? lý ch? m?t m? quan th? ch?c m?y bác lãnh ??o cx ko ?? v?y ?c ?âu
Nma m?t xe thì ko ??n gi?n ai m?t ng ??y ch?u ?âu n?u tìm thì CA l?i vào vi?c phi?n hà ?? th? nch là rách vi?c l?m ch? ??n gi?n thì vi?c gì ph?i cho th?u bãi xe v?i quy ??nh ch? ??",Negative,,,,,,,,,,,,,,,,,,,,,,
" ph? bà qu?t vé lúc xe ?ông vl thì bà quát vô m?t nh? tát n??c, x? hãi các th? lun mà ",Negative,,,,,,,,,,,,,,,,,,,,,,
"bà ý m?y l?n li?m 1-2k c?a e ?, may là e tu k e combat ch?t m? bà ý",Negative,,,,,,,,,,,,,,,,,,,,,,
"Ta t?ng ngh? mình là thiên h? vô song, bao n?m l?n l?i ch?n giang h?, công phu phun gió phóng bão t??ng ch?ng không tìm ra ??i th?. Th? mà th?t không ng?, m?i r?a tay gác ki?m ch?a lâu thì ch?n giang h? kia l?i d?y lên bao tay cao th?, mi?ng l??i ?anh thép nh? s?m thét h? g?m - “cho xe vào trong kia ?ê” - , qu? là ghê g?m thay!.??nh Côn Lôn chót vót ph? mây kia t??ng r?ng là cao nh?t, leo lên t?i r?i m?i bi?t ê v? rét còn cao h?n!, ng?m ch?n giang h? c?ng th?t bí hi?m, v? cao nhân này d? lão nh? ng?a h? tàng long, qu? th?t các h? ph?i bái ph?c! Nh? khi x?a lúc các h? ?i h?c t?i ??nh phi con chi?n mã “Phiu ch?” ??i T?ng ???c ph? thân ban cho vào trong chi?n tr??ng A7, th?t b?t ng? phía tr??c c?ng thành N3 có m?t v? huynh ?ài tay ??y m?c, c? x?m con cú to t??ng tay l?i c?m dùi cui lên ti?ng “nào cho xe vào kia nhanh” làm cho b?n l?nh chinh chi?n bao nhiêu ???ng làng ngõ xóm ph?i rén ngang. Các h? ?ành ng?m ngùi quay con ng?a s?t ra, phi th?ng vào l?i sân bóng ?? vào A7 ??",Negative,,,,,,,,,,,,,,,,,,,,,,
Sinh viên ?h t? duy kém. Ai cho ?? xe ? trong sân tr??ng v?y ? Th? k? tên 1 tr??ng ??i h?c ?? sinh viên ?? xe (t?t máy-th?i gian lâu) ? sân tr??ng ?i nào ? Còn chuy?n b?o v? ch?i t?c ch?i sinh viên thì ý ki?n v?i nhà tr??ng.,Negative,,,,,,,,,,,,,,,,,,,,,,
"Tôi có m?t nhóm b?n lúc ? l?p ch?i v?i nhau c??i mu?n rách cái m? nh?ng khi tan h?c và v? ??n nhà chúng nó l?t xác thành nh?ng sadboi chính hi?u, thành nh?ng chú bé th?t b?i trong tình yêu",Neutral,,,,,,,,,,,,,,,,,,,,,,
"b?n n? áo khoác ?en b? ngã c?u thang hôm nay ? KTX ?. Th?y ?ang tung t?ng l?m, xong tr??t chân m?t cái luôn",Neutral,,,,,,,,,,,,,,,,,,,,,,
cho mình h?i ti?n BHYT bao gi? nhà tr??ng m?i hoàn tr? ? ? mình ?ã xác nh?n t? h?i tháng 2 là có BHYT khác và không s? d?ng BHYT tr??ng c?p và ???c hoàn tr? ti?n và gi? v?n ch?a th?y gì ?. ai cho mình thêm thông tin v?i ?,Neutral,,,,,,,,,,,,,,,,,,,,,,
"s? ki?n lighting up bên khoa qu?c t?, n?i g?p m?t các chi ?oàn c?a ined",Neutral,,,,,,,,,,,,,,,,,,,,,,
Toàn th?y bóng ?àn ông :((,Negative,,,,,,,,,,,,,,,,,,,,,,
"Tôi có m?t nhóm b?n, không nhi?u c?ng không ít nh?ng mà h? b? thi?u n?ng...",Neutral,,,,,,,,,,,,,,,,,,,,,,
Mình là cô gái bên ?ông Á mà b?n ?ã giúp ??y xe chi?u nay ngày 7/4 ? c?ng ?h Thành ?ô nè  Ko bi?t 2 b?n nam ?y là ai ch? bi?t 2 b?n ?y m?c ??ng ph?c tr??ng GTVT và ? Phúc Th?. ??n ?o?n vào ngõ tr? thì ch?a k?p c?m ?n ?ã ko th?y b?n ?y ?âu r?i. Mình r?t c?m ?n 2 b?n ?ã giúp ?? mình. Hi v?ng b?n nhìn th?y bài vi?t và mong s? ???c g?p l?i,Positive,,,,,,,,,,,,,,,,,,,,,,
"CHÚC M?NG FANPAGE UTC Confession CÁN M?C 1000 FOLLOWS! ?ÂY LÀ M?T THÀNH T?U ?ÁNG T? HÀO VÌ S? QUAN TÂM VÀ YÊU M?N C?A CÁC B?N DÀNH CHO FANPAGE??
??u tiên, xin g?i l?i chúc m?t ngày nhi?u ni?m vui t?i t?t c? m?i ng??i! ??i ng? Admin xin trân tr?ng thông báo: Nh? s? yêu thích và ?ng h? c?a m?i ng??i, fanpage ?ã chính th?c cán m?c 1000 follows vào ngày 06/04/2023. ?ây là m?t s? ghi nh?n l?n lao v? tâm huy?t c?a ??i ng? Admin c?ng nh? tình c?m các b?n dành cho fanpage trong su?t th?i gian qua.
Chúng mình xin g?i l?i c?m ?n ??n t?t c? các b?n ?ã luôn quan tâm, theo dõi và yêu th??ng UTC Confession. ?i?u này th?t s? quan tr?ng ??i v?i chúng mình và ?ã giúp fanpage phát tri?n và hoàn thi?n h?n.
M?c dù còn nhi?u thi?u sót, nh?ng các b?n v?n luôn quan tâm, theo dõi và ??ng hành cùng page, chúng mình r?t trân tr?ng nh?ng tình c?m ?y. Thêm n?a, UTC Confession c?ng không ng?n ng?i nh?n nh?ng l?i góp ý ?? phát tri?n page h?n.
Hy v?ng r?ng fanpage UTC Confession s? ti?p t?c nh?n ???c s? ?ng h? và ?óng góp ý ki?n t? t?t c? các b?n ?? fanpage có th? ho?t ??ng t?t h?n và mang ??n nh?ng thông tin h?u ích, thú v? cho các b?n.
UTC Confession ho?t ??ng ?a d?ng các l?nh v?c khác nhau và v?i m?c tiêu s? là ?i?m ??n lý t??ng cho h?c sinh, sinh viên t?i t?t c? các c? s? giáo d?c. 
M?t l?n n?a, c?m ?n vì ?ã luôn ??ng hành cùng chúng tôi và yêu th??ng fanpage UTC",Positive,,,,,,,,,,,,,,,,,,,,,,
B?n nam nào hôm nay không nh?n ???c quà thì h?i bu?n,Neutral,,,,,,,,,,,,,,,,,,,,,,
"cái tr??ng ?iên này, t?i qua b1 có 5.5 nên kéo ?i?m gpa xu?ng =)",Negative,,,,,,,,,,,,,,,,,,,,,,
Em mu?n h?i là kí túc xá tr??ng mình có phòng gym ?úng ko ??,Neutral,,,,,,,,,,,,,,,,,,,,,,
mình v?n th?y trai Giao thông r?t là hài h??c nha.,Positive,,,,,,,,,,,,,,,,,,,,,,
Mình là sinh viên tr??ng khác và mình c?ng không ngh? r?ng mình s? ?em lòng yêu m?t chàng trai ??n t? tr??ng Giao Thông khi mình ?ang h?c ? m?t tr??ng khác.,Neutral,,,,,,,,,,,,,,,,,,,,,,
"Mình không ph?i sinh viên tr??ng này, d?o g?n ?ây mình có theo dõi và bi?t nh?ng cái nó h?i t? nh? v? nam sinh viên tr??ng.",Negative,,,,,,,,,,,,,,,,,,,,,,
Ng??i ta th??ng nói sinh viên Giao Thông thì h?i khô khan,Negative,,,,,,,,,,,,,,,,,,,,,,
"vào m?t tan tr??ng n?, hai nam sinh viên Giao Thông r? nhau ra hàng gh? ng?i ng?m bình hôn xu?ng, h??ng m?t ra t?m xa thì... tr?i ?i, 5 7 con ô tô ? m?t ch? :(( Có ngóc ngách nào trong tr??ng là không có bóng dáng ô tô ?âu...",Negative,,,,,,,,,,,,,,,,,,,,,,
H?c A3 mà tâm trí c? v??ng ? A8,Neutral,,,,,,,,,,,,,,,,,,,,,,
Hè này mà h?c A3 thì c?ng khi?p nh? :(,Neutral,,,,,,,,,,,,,,,,,,,,,,
H?c A8 tâm trí ? A8,Neutral,,,,,,,,,,,,,,,,,,,,,,
H?c x??ng tâm trí trên mây…,Neutral,,,,,,,,,,,,,,,,,,,,,,
Công nh?n nhà A8 m?ng kho? kinh,Positive,,,,,,,,,,,,,,,,,,,,,,
? A8 nma tâm trí ? nhà..,Neutral,,,,,,,,,,,,,,,,,,,,,,
"""Ó"" canh c?a mà làm nh? b? ng??i khác
 ""Ó"" nó còn bi?t canh nhà
 ?ây cái m? b?o hi?m cái áo m?a m?t su?t thì còn ko b?ng con ""ó""",Negative,,,,,,,,,,,,,,,,,,,,,,
"Trong nhóm mình có c? các th?y cô nên các b?n tránh nói t?c nhé, c?ng là quy t?c c?a nhóm này luôn ?ó ?",Neutral,,,,,,,,,,,,,,,,,,,,,,
"Ko ph?i nói ch? m?y nhà th?u ph?i xem xét thái ?? c?a m?y b?o v? .mình c?ng ?ã b? 1 l?n d?a ?ánh và h?n mình ? c?ng tr??ng và mình c?ng ?ã b?t g?p anh d?a n?t ??nh ?ánh sv r?t nhi?u l?n r?i,khi?n cho nhi?u b?n s?.Mình ko bi?t tên c?a anh ??y ch? bi?t anh ?y vào và béo thôi",Negative,,,,,,,,,,,,,,,,,,,,,,
b?o v? tr??ng mà t t??ng m? t . Ch?i sv nh? ?úng r?i trong khi mình tr? ti?n ?? ph?c v? . Thi?u 1k cno kêu gi?i lên . Nh?ng th?a 1k không bao gi? ch? l?i . L? m?t d?y,Negative,,,,,,,,,,,,,,,,,,,,,,
May ?i b? nên ko lo l?m ??????,Neutral,,,,,,,,,,,,,,,,,,,,,,
m ?ang bênh th o?t con kia mà ch? trung l?p cc gì ?? toàn t? v? m?m mình :),Neutral,,,,,,,,,,,,,,,,,,,,,,
"Th? thì c? ch?a g?i xe vào bãi bao gi? r?i. M? thì m?t, v? xe x??c xát các ki?u có khi r?ng m.? xi nhan h?u, n?p ?uôi v?, g??ng v?, x?p xe ch?n ???ng, khóa c?, t?c, m?t tg,... ??c bi?t là ??i ca thu vé ? cái b?t c? nh? Tr?n D?n, ch? coi ai ra gì ?âu. T lúc ??u g?i ?úng 1 tu?n m?i bi?t ?c, sau m?i cho xe vào tr??ng r?i khóa bánh khóa c? các th? nma luôn ?? xe g?n sát t??ng nhé. 3k k ph?i là v?n ?? mà là cái ch?t l??ng nhà ?? xe th?c s? nh? k?* v?y. Nh?ng th? lo?i nh? v?y k x?ng ?áng nh?n ?c ti?n b?n ?.",Negative,,,,,,,,,,,,,,,,,,,,,,
?á v? mõm m?y con chó này luôn,Neutral,,,,,,,,,,,,,,,,,,,,,,
Inova ngay:)),Neutral,,,,,,,,,,,,,,,,,,,,,,
"2 n?m tr??c g?i xe ? phía c?ng ph? g?n toà Icon4 ?i vào
 Mình ?i s?m t?m 12h10 r?t r?t v?ng, ?? xe x?p ngay ng?n
 Hôm ??y mang nhi?u ?? nên lích kích bê, xong gài nón vào c?p xe n?a c?ng ph?i m?t 3-5' sau mình k h? có b?n nào phi xe ??i ?? x?p xe nhé
 Ông gi? xe c? quát gi?c nhanh lên??? Xong mình c?ng b?o ??i cháu chút ? có ai ?âu chú
 Xong ông c?ng gào lên svien ? gì ?? xe c?ng l? m???
 T m?i b?o cháu g?i xe m?t ti?n ch? k g?i nh? chú ?âu
 Cái ông ?u?i t k cho ?? xe n?a, sau ??t ??y k baoh ?? xe phía c?ng nh? ??y n?a",Negative,,,,,,,,,,,,,,,,,,,,,,
Các ô t??ng c?m g?y nh? c? ??ng,Negative,,,,,,,,,,,,,,,,,,,,,,
B?o a zai ??y solo 1-1 cái coi,Neutral,,,,,,,,,,,,,,,,,,,,,,
"Mình là ng??i ??n gi?n, ch?i mình thì mình ch?i l?i",Neutral,,,,,,,,,,,,,,,,,,,,,,
Top t? t??i ?i lên à ??,Neutral,,,,,,,,,,,,,,,,,,,,,,
C? 3 var nhau cái thì hay,Neutral,,,,,,,,,,,,,,,,,,,,,,
Làm tý innova,Neutral,,,,,,,,,,,,,,,,,,,,,,
:) chi? la? g??i xe ?? tr???ng ma? xe x???c gâ?n hê?t xo?t xa,Negative,,,,,,,,,,,,,,,,,,,,,,
"Th? nh?t này ?? xe vào trong tr??ng là sai r?i còn gì. 
 -Xe c?a ??i Robocon hay ?i mua ?? v? làm ( 1 ngày có th? ra ch?c l?n thì k th? ?? nhà xe ???c vì quá nhi?u ti?n, và ??i robocon còn làm mu?n n?a 11h m?i v? k ?? nhà xe ???c thì ?ã ?ành).
 - ?ây các ông phi xe vào ?? ??y c?a phòng thí nghi?m trong khi ?i h?c.
 - Chúng tôi làm rbc ?? ch? có 5-6 xe và ?ã ?? g?n vào bên trong c?a phòng thí nghi?m luôn.
 -Có lên có m?y bán ?? xe luôn vào c?a còn khoá c? k cho xe c?a ??i ra mua ?? nh?c nh? ?? ch? khác còn thái ??. Haiz",Neutral,,,,,,,,,,,,,,,,,,,,,,
"Thích thì làm sec, mà mu?n c?ng ?ét thì inova",Neutral,,,,,,,,,,,,,,,,,,,,,,
"Hi?n nay nhi?u b?n sinh viên t? duy khác l? ghê
 Ng??i ta d?ng lên cái nhà xe là ?? g?i xe, ai ?i xe r?i ?? xe b?a bãi nhìn nh? l? k có ý th?c
 Nhà xe c?ng có n?i quy c?a nhà xe, ?? xe lung tung thì b? khoá hay ph?t là ???ng nhiên
 Tiên trách k? h?u trách nhân",Negative,,,,,,,,,,,,,,,,,,,,,,
t??ng ?c n?m quy?n sinh quy?n sát các xe máy nên Hawai tý =))),Neutral,,,,,,,,,,,,,,,,,,,,,,
bãi ?? xe sân sau c?a ai mà m?nh th? =))) này ch?c ??nh ?? v? h?c phí v?i bãi ?? xe gom h?t vào m?t l??t ??t lò cho to à =))),Negative,,,,,,,,,,,,,,,,,,,,,,
Vi?t chính t? còn sai thì nói ai nghe,Neutral,,,,,,,,,,,,,,,,,,,,,,
Huhu b? ch?n ???ng ko cho v? luôn n?a mà ?? Xong l?i còn ?? 3 hàng xe th?ng t?p n?i ?uôi nhau không bi?t l?y ki?u gì. T? nhiên ph?i b? ti?n túi ra b?t grab ??n ch? làm trong khi có xe ??,Negative,,,,,,,,,,,,,,,,,,,,,,
B?o v? tr??ng mình b? láo vch già ??u ch? nh? ch?i,Negative,,,,,,,,,,,,,,,,,,,,,,
"?i h?c v? ?ã m?t, còn ph?i ch?u ??ng nh?ng ánh m?t viên ??n c?a các bác gi? xe. Th??ng các e ??",Negative,,,,,,,,,,,,,,,,,,,,,,
"Sai r?i, tr??ng bây gi? ko còn là top k? thu?t ?âu :v",Negative,,,,,,,,,,,,,,,,,,,,,,
Page nó xoá bài c?a tôi mà ?? bài c?a cu em kia l?i nên thôi các ông ??ng tranh lu?n làm gì n?a ch?c m?y th?ng admin c?ng th? nên tui nó nh?t á b? ?i,Neutral,,,,,,,,,,,,,,,,,,,,,,
Có ?i inova thì g?i t? ?i làm camera man v?i,Neutral,,,,,,,,,,,,,,,,,,,,,,
Gi? m?i bi?t tr??ng mình trong top :v dân chí em kém quá,Positive,,,,,,,,,,,,,,,,,,,,,,
M?i thông tin th?c m?c tìm ??n ?ây : 66B - Nguy?n S? Sách - p15- Qu?n Tân Bình??,Neutral,,,,,,,,,,,,,,,,,,,,,,
Sao có m?i cái v?n ?? mà nhi?u ng??i ??ng th?,Neutral,,,,,,,,,,,,,,,,,,,,,,
"M?y ông c?nh b?o v? ca ?êm, ko bi?t là thi?u nhân s? làm vi?c hay ntn l?i ?? m?y ng s?m ch? ??y mình, ?n nói thì v?ng ?? th?, thái ?? thì thôi, ko c?n nói t?i, quá t?, ai c?ng bi?t là cu?c s?ng thì c?a m?i ng, ko nên suy sét, nh?ng cách hành s?a, l?i nói quá t?",Negative,,,,,,,,,,,,,,,,,,,,,,
"Vé xe sv mà ??t 
 Nh? th?y l?i ngày 2k ?êm 3k
 ?ây ai mà ?i h?c full t?i sáng n?a thì tháng g?n 2 lít r",Negative,,,,,,,,,,,,,,,,,,,,,,
"C?m ti?c 3k b?ng c? c?c trà ?á hay u?ng :))). Nh?ng là sinh viên Giao Thông tôi ch?n ?? xe ? bãi g?i xe. Có nh?ng ngày m?t 4 l??t g?i nh?ng xe mình nó an toàn, c?nh quan khuôn viên tr??ng c?ng oke h?n :3",Positive,,,,,,,,,,,,,,,,,,,,,,
Gi?i pháp ? ?ây là ko ?i h?c ?? k v??ng vào m?y v?? v? v?n này :)))),Neutral,,,,,,,,,,,,,,,,,,,,,,
"Ch? có gì mà chanh cái c?, c? 2 ông ??u sai, 1 bên sai v? lý còn 1 bên sai c? lý l?n lu?t pháp.",Neutral,,,,,,,,,,,,,,,,,,,,,,
"Sinh viên tr??ng ?a s? vô v?n hóa, ??y th?ng h?c d?t vãi ra xong v?n vào ???c tr??ng. H?c hành thì toàn ch?y cánh, bu?n c??i nh?t là các ông c? vin cái lý là ""tr??ng top ?ào t?o k? thu?t"" :)) haha. Xin l?i ch? lúc t ?i làm ng??i ta còn c??i nh?t khi bi?t tôi h?c tr??ng này c?. 
 T?t nh?t là vi?c ai n?y lo, gi? ??a nào c?ng b? ti?n ra ?? ?i h?c thì không có chuy?n ai ch?nh ai ???c ?âu.",Neutral,,,,,,,,,,,,,,,,,,,,,,
